"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>"
"SURVEY","2016","APR THRU JUN","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","9,000","","90,000","","","","3,700","","4","","1.2","","1.2","","2.7","","2.3","","0.1","","12.3","","61,000","","68",""
"SURVEY","2016","APR THRU JUN","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,800","","12,500","","","","770","","6","","0.7","","1.6","","0.1","","1.6","","1.2","","17.2","","730","","6",""
"SURVEY","2016","APR THRU JUN","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","25,000","","157,000","","","","7,000","","4","","4.5","","6.9","","3.9","","7.1","","0.2","","30.3","","13,500","","9",""
"SURVEY","2016","APR THRU JUN","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","8,000","","43,000","","","","6,000","","14","","1","","1.1","","3.8","","0.1","","3.5","","6.1","","28,000","","65",""
"SURVEY","2016","APR THRU JUN","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,900","","18,000","","","","1,500","","8","","0.2","","0.2","","0","","0.9","","0.3","","11.9","","110","","1",""
"SURVEY","2016","APR THRU JUN","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,700","","6,500","","","","1,400","","22","","12.1","","8.2","","2.5","","0.3","","0","","59.1","","100","","2",""
"SURVEY","2016","APR THRU JUN","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","13,500","","46,000","","","","4,000","","9","","0.9","","4.1","","11.7","","3.1","","3.8","","20.4","","1,500","","3",""
"SURVEY","2016","APR THRU JUN","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","10,000","","24,000","","","","1,600","","7","","4.7","","8.3","","33.8","","23.5","","41.7","","51.8","","550","","2",""
"SURVEY","2016","APR THRU JUN","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","23,000","","530,000","","","","27,000","","5","","2.1","","3.6","","1.1","","3.7","","0.2","","16.2","","95,000","","18",""
"SURVEY","2016","APR THRU JUN","","STATE","OHIO","39","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","6,000","","16,500","","","","1,700","","10","","0.6","","2.9","","18.3","","2.2","","1.4","","10.6","","1,100","","7",""
"SURVEY","2016","APR THRU JUN","","STATE","OKLAHOMA","40","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,000","","13,000","","","","310","","2","","0.2","","0.6","","1.2","","2.8","","0.4","","51.8","","10,000","","77",""
"SURVEY","2016","APR THRU JUN","","STATE","OREGON","41","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","19,000","","132,000","","","","4,300","","3","","9.9","","16.7","","2.6","","14.5","","6","","52.7","","16,000","","12",""
"SURVEY","2016","APR THRU JUN","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,270","","15,530","","","","1,070","","7","","0","","0.6","","0.8","","0.2","","5.4","","7.6","","270","","2",""
"SURVEY","2016","APR THRU JUN","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","6,500","","14,000","","","","1,300","","9","","2.4","","4.6","","3.6","","3.9","","0.9","","18.7","","1,100","","8",""
"SURVEY","2016","APR THRU JUN","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,200","","13,500","","","","1,300","","10","","1","","14.3","","35.8","","36.6","","1.3","","51.3","","410","","3",""
"SURVEY","2016","APR THRU JUN","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","15,000","","182,000","","","","11,000","","6","","1.7","","15.4","","5.1","","6.6","","0.1","","32.4","","13,000","","7",""
"SURVEY","2016","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,900","","8,000","","","","580","","7","","0.1","","9.1","","0.4","","22.7","","2.6","","40.9","","200","","3",""
"SURVEY","2016","APR THRU JUN","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","74,000","","350,000","","","","36,000","","10","","7.5","","7.4","","2.4","","9","","3.7","","26.1","","54,000","","15",""
"SURVEY","2016","APR THRU JUN","","STATE","UTAH","49","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","12,000","","25,000","","","","4,800","","19","","1.8","","3.4","","7.3","","0.1","","0.8","","23","","7,000","","28",""
"SURVEY","2016","APR THRU JUN","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","480","","6,500","","","","20","","0","","0.1","","0.3","","0","","0.1","","0.1","","2.6","","30","","1",""
"SURVEY","2016","APR THRU JUN","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,200","","6,500","","","","230","","4","","6.8","","7.3","","6","","4.2","","2.9","","23.1","","480","","7",""
"SURVEY","2016","APR THRU JUN","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","21,000","","143,000","","","","6,000","","4","","3.3","","11.1","","3.1","","11.4","","0.6","","40.9","","11,500","","8",""
"SURVEY","2016","APR THRU JUN","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,600","","7,000","","","","990","","14","","4.2","","14.7","","0","","0.8","","0.7","","20.1","","160","","2",""
"SURVEY","2016","APR THRU JUN","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","17,500","","78,000","","","","5,500","","7","","12.8","","14.9","","12.6","","3.7","","10.5","","23.4","","3,600","","5",""
"SURVEY","2016","APR THRU JUN","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","7,500","","27,000","","","","2,600","","10","","1.2","","2.5","","0.6","","2.6","","0.8","","7.1","","580","","2",""
"SURVEY","2016","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","7,500","","","","","","11,500","","26","","","","","","","","","","","","","","2,900","","7",""
"SURVEY","2016","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","571,880","","","","115,950","","416,100","","16","","6.2","","6.9","","10.9","","12.6","","5.4","","34.6","","245,060","","9",""
"SURVEY","2016","JAN THRU MAR","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,100","","7,500","","","","1,700","","23","","4.3","","2.4","","8.1","","22","","11.3","","24.2","","90","","1",""
"SURVEY","2016","JAN THRU MAR","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,500","","30,000","","","","4,700","","16","","0","","6.5","","7.7","","2.8","","7.2","","33.8","","150","","1",""
"SURVEY","2016","JAN THRU MAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","5,000","","27,000","","","","5,000","","19","","0","","1.9","","0.5","","6.9","","8.1","","57.4","","1,100","","4",""
"SURVEY","2016","JAN THRU MAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","210,000","","1,410,000","","","","200,000","","14","","9","","8.4","","13.5","","15.2","","4.4","","38.1","","139,000","","10",""
"SURVEY","2016","JAN THRU MAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,700","","8,500","","","","750","","9","","0.5","","2.7","","0.2","","4.1","","0.2","","2.9","","10","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","70","","2,700","","","","270","","10","","0.2","","7.7","","0","","0.8","","1.7","","12.3","","10","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","49,000","","295,000","","","","40,000","","14","","0.4","","1.8","","4.9","","5.8","","1.4","","23.6","","15,500","","5",""
"SURVEY","2016","JAN THRU MAR","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","36,000","","100,000","","","","15,500","","16","","2.1","","3.2","","21.4","","7.8","","3.9","","32.3","","3,200","","3",""
"SURVEY","2016","JAN THRU MAR","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","570","","15,000","","","","280","","2","","0","","0.8","","0.1","","1.5","","0","","0.3","","530","","4",""
"SURVEY","2016","JAN THRU MAR","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","5,500","","98,000","","","","8,500","","9","","2.1","","5.4","","5.9","","2.3","","1.4","","31.5","","3,300","","3",""
"SURVEY","2016","JAN THRU MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","860","","9,500","","","","1,400","","15","","0.3","","4.6","","2.6","","6.4","","8.6","","12.4","","40","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","30","","6,500","","","","770","","12","","0.9","","7.2","","0.3","","3.7","","5.5","","17.4","","0","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","IOWA","19","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","90","","13,000","","","","2,900","","22","","13.8","","24","","2.7","","14.4","","4.8","","52.8","","0","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,400","","5,000","","","","1,100","","22","","0.1","","2.4","","1.1","","10","","5.4","","30.3","","100","","2",""
"SURVEY","2016","JAN THRU MAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","390","","6,500","","","","1,300","","20","","0.7","","12.5","","6.3","","9","","8.4","","23.6","","40","","1",""
"SURVEY","2016","JAN THRU MAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","9,500","","55,000","","","","11,000","","20","","18.6","","12.4","","0.4","","14.2","","1.9","","22.8","","2,600","","5",""
"SURVEY","2016","JAN THRU MAR","","STATE","MAINE","23","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","0","","3,700","","","","170","","5","","0.3","","0.8","","0","","0.4","","1.4","","3.3","","0","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","MARYLAND","24","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,200","","7,500","","","","820","","11","","0","","6.7","","9.5","","0.1","","0.7","","26.2","","10","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,200","","3,000","","","","370","","12","","0.7","","3.1","","0","","5.2","","1.1","","10.1","","140","","5",""
"SURVEY","2016","JAN THRU MAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,300","","42,000","","","","5,000","","12","","0","","1.3","","0.5","","0.2","","11.3","","5.9","","80","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","6,000","","38,000","","","","5,500","","14","","0.2","","8","","11.6","","7","","14.5","","12.1","","0","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","48,000","","50,000","","","","7,500","","15","","0","","0.3","","3.2","","1.6","","14.5","","13.8","","25,000","","50",""
"SURVEY","2016","JAN THRU MAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","5,500","","10,000","","","","1,300","","13","","0.4","","4.5","","6.2","","7","","7.3","","20.2","","420","","4",""
"SURVEY","2016","JAN THRU MAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","24,000","","65,000","","","","900","","1","","0","","0.1","","0.5","","0","","0","","0.6","","0","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","510","","20,000","","","","720","","4","","0.1","","0.8","","0.2","","0.4","","0.6","","1.8","","0","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","80","","6,000","","","","1,000","","17","","0.2","","1.7","","0.6","","1.1","","12","","8","","20","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,400","","6,500","","","","1,700","","26","","31.5","","1.5","","0","","0.4","","0.3","","69","","30","","1",""
"SURVEY","2016","JAN THRU MAR","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","970","","33,000","","","","4,200","","13","","1.5","","9.5","","7.6","","5.9","","2.6","","27.5","","600","","2",""
"SURVEY","2016","JAN THRU MAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,100","","24,000","","","","2,600","","11","","1.9","","4","","2.7","","2.5","","2.4","","9.5","","230","","1",""
"SURVEY","2016","JAN THRU MAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,600","","137,000","","","","8,500","","6","","0","","0.1","","0","","0","","11.7","","2.7","","0","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","760","","16,500","","","","2,900","","18","","0.2","","10.2","","1.3","","4.3","","5.3","","41.6","","50","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,800","","13,500","","","","3,300","","24","","0","","0.9","","0.3","","1.2","","21","","4.9","","570","","4",""
"SURVEY","2016","JAN THRU MAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,800","","92,000","","","","2,900","","3","","5.3","","2.4","","0","","15","","0.3","","20.4","","1,300","","1",""
"SURVEY","2016","JAN THRU MAR","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","60","","7,940","","","","900","","11","","0.5","","8.6","","2.1","","2.3","","0.1","","5.5","","0","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","480","","12,500","","","","2,900","","23","","0.3","","5.5","","3.8","","4.3","","4.6","","44.8","","170","","1",""
"SURVEY","2016","JAN THRU MAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,200","","16,500","","","","3,500","","21","","0.6","","5.1","","2","","2.3","","4.8","","10.7","","380","","2",""
"SURVEY","2016","JAN THRU MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,600","","79,000","","","","10,500","","13","","0","","0.5","","0","","0","","0.3","","0.2","","0","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","180","","9,000","","","","1,700","","19","","0.2","","10.1","","3.7","","7.1","","10.9","","19.7","","70","","1",""
"SURVEY","2016","JAN THRU MAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","126,000","","320,000","","","","30,000","","9","","2.3","","3.7","","9.4","","9.8","","2.5","","19.4","","49,000","","15",""
"SURVEY","2016","JAN THRU MAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,400","","14,500","","","","1,900","","13","","0.1","","1.6","","0.4","","7","","0.5","","26.2","","50","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","0","","5,500","","","","410","","7","","0.3","","0.5","","0","","0","","1.7","","1.3","","0","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","560","","6,500","","","","1,100","","17","","0","","5","","0.4","","7.3","","3.8","","32.7","","70","","1",""
"SURVEY","2016","JAN THRU MAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","5,500","","146,000","","","","13,500","","9","","1.3","","1.9","","1.7","","10.5","","5.1","","23.3","","1,200","","1",""
"SURVEY","2016","JAN THRU MAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","0","","8,000","","","","1,700","","21","","1.1","","6.9","","0.6","","2.9","","6.5","","21.9","","0","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","530","","21,000","","","","3,100","","15","","1.1","","10.8","","13.4","","1.6","","10.4","","24.2","","0","","0",""
"SURVEY","2016","JAN THRU MAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","440","","6,500","","","","340","","5","","0.2","","0.8","","2.5","","0.4","","1.3","","0","","0","","0",""
"SURVEY","2016","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","2,000","","","","","","6,500","","13","","","","","","","","","","","","","","1,200","","2",""
"SURVEY","2016","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","217,320","","","","92,610","","397,290","","12","","6.7","","9.3","","15.1","","15.6","","4.5","","46.1","","282,130","","9",""
"SURVEY","2016","JUL THRU SEP","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","440","","8,000","","","","1,200","","15","","0","","3.2","","3.8","","42","","13.8","","11.7","","50","","1",""
"SURVEY","2016","JUL THRU SEP","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,200","","32,000","","","","6,000","","19","","0.9","","13.4","","13.5","","1","","8.9","","41.7","","2,600","","8",""
"SURVEY","2016","JUL THRU SEP","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","270","","32,000","","","","1,500","","5","","0.4","","2.7","","7.9","","9","","0.3","","80.7","","60","","0",""
"SURVEY","2016","JUL THRU SEP","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","33,000","","820,000","","","","82,000","","10","","8.5","","10.4","","18.8","","17.8","","6.9","","42.2","","78,000","","10",""
"SURVEY","2016","JUL THRU SEP","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,100","","37,000","","","","6,500","","18","","16.8","","10.6","","24.6","","22.4","","0.1","","49.3","","740","","2",""
"SURVEY","2016","JUL THRU SEP","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","890","","3,100","","","","270","","9","","0","","5","","0.2","","1.6","","0.8","","18.8","","180","","6",""
"SURVEY","2016","JUL THRU SEP","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","62,000","","220,000","","","","25,000","","11","","2.7","","8.5","","9.9","","23.4","","1.8","","45.1","","14,500","","7",""
"SURVEY","2016","JUL THRU SEP","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","12,500","","103,000","","","","13,000","","13","","2.4","","7.6","","12.1","","16.4","","4.5","","30.7","","2,300","","2",""
"SURVEY","2016","JUL THRU SEP","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","430","","13,500","","","","600","","4","","0.1","","0","","0.8","","75.3","","0","","67.8","","820","","6",""
"SURVEY","2016","JUL THRU SEP","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,900","","131,000","","","","13,000","","10","","4.5","","6","","7.6","","4.7","","3.3","","25.3","","2,800","","2",""
"SURVEY","2016","JUL THRU SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","850","","11,000","","","","1,300","","12","","0.7","","2.9","","4.3","","7.9","","1.6","","17.4","","310","","3",""
"SURVEY","2016","JUL THRU SEP","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","450","","9,500","","","","600","","6","","1.2","","2.5","","0.6","","12.4","","1.2","","50.4","","550","","6",""
"SURVEY","2016","JUL THRU SEP","","STATE","IOWA","19","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","10,500","","50,000","","","","5,500","","11","","0.8","","2.4","","16.7","","3.4","","5.6","","32.6","","2,400","","5",""
